Date,Open,High,Low,Close,Adj Close,Volume,Rolling_Mean_5,Rolling_Mean_10,Rolling_Mean_30,Day,Month,Year
2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,0.003738053822452389,6.461976528167725,493729600,,,,0.1,0.0,0.0
2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,0.0038010370970123566,6.473148345947266,601904800,,,,0.13333333333333333,0.0,0.0
2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,0.003220583256849291,6.370184898376465,552160000,,,,0.16666666666666669,0.0,0.0
2010-01-07,7.5625,7.5714287757873535,7.466071128845215,0.0031541932082639404,6.358407497406006,477131200,,,,0.2,0.0,0.0
2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,0.0033925037557979085,6.400680065155029,447610800,,,,0.23333333333333334,0.0,0.0
2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,0.0030741942451595894,6.344217777252197,462229600,0.003461274228075177,,,0.3333333333333333,0.0,0.0
2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,0.002667360881911114,6.2720513343811035,594459600,0.003328502312616617,,,0.3666666666666667,0.0,0.0
2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,0.003166108962910419,6.36052131652832,605892000,0.0031017670695963687,,,0.4,0.0,0.0
2010-01-14,7.503929138183594,7.5164289474487305,7.465000152587891,0.002958441200022359,6.3236846923828125,432894000,0.0030908722108085943,,,0.43333333333333335,0.0,0.0
2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,0.0023626671038852465,6.21800422668457,594067600,0.003051721809160278,,,0.4666666666666667,0.0,0.0
2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,0.0039133810954263964,6.493078231811523,730007600,0.0028457544787777456,0.0031535143534264613,,0.6,0.0,0.0
2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,0.003349952034598973,6.393133640289307,612152800,0.003013591848831107,0.0031710470807238622,,0.6333333333333333,0.0,0.0
2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,0.002726937382445699,6.282618045806885,608154400,0.0031501100793686785,0.0031259385744825236,,0.6666666666666666,0.0,0.0
2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,0.0009702578786802696,5.971011161804199,881767600,0.003062275763275735,0.0030765739870421646,,0.7,0.0,0.0
2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,0.0018758347775324202,6.131646633148193,1065699600,0.002664639099007317,0.0028581804540837976,,0.8,0.0,0.0
2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,0.002364369354549027,6.2183051109313965,1867110000,0.0025672726337367517,0.0027065135562572484,,0.8333333333333334,0.0,0.0
2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,0.002694599165229454,6.276883125305176,1722568400,0.002257470285561278,0.002635531067196192,,0.8666666666666667,0.0,0.0
2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,0.001232397662809387,6.017508506774902,1173502400,0.002126399711687374,0.0026382548955280263,,0.9,0.0,0.0
2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,1.699977965965993e-06,5.799201965332031,1245952400,0.0018274917677601117,0.002444883765517923,,0.9333333333333333,0.0,0.0
2010-02-01,6.870357036590576,7.0,6.8321428298950195,0.0004561895417069181,5.879822731018066,749876400,0.0016337801876172508,0.0021492096433122837,,0.0,0.09090909090909091,0.0
